status,collision_index,collision_year,collision_reference,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,generic_make_model,driver_imd_decile,driver_home_area_type,lsoa_of_driver,escooter_flag
Unvalidated,2024010497284,2024,010497284,1,9,0,18,1,5,0,8,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,-1,2,1,E01000990,0
Unvalidated,2024010497284,2024,010497284,2,9,0,3,5,1,0,8,0,0,0,0,1,1,2,1,34,6,-1,-1,-1,-1,2,1,E01001181,0
Unvalidated,2024010497284,2024,010497284,3,9,0,3,5,1,0,8,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,6,1,E01000706,0
Unvalidated,2024010497288,2024,010497288,1,3,0,9,4,2,0,8,2,0,0,0,4,1,1,1,33,6,-1,-1,-1,-1,4,1,E01003530,0
Unvalidated,2024010497288,2024,010497288,2,3,0,18,7,3,0,8,5,0,0,0,1,1,1,1,24,5,-1,-1,-1,-1,1,1,E01004257,0
Unvalidated,2024010497290,2024,010497290,1,9,0,18,1,5,0,1,0,0,0,0,1,1,1,1,24,5,-1,-1,-1,-1,2,1,E01001423,0
Unvalidated,2024010497290,2024,010497290,2,1,0,3,3,7,0,1,0,0,0,0,1,1,6,1,43,7,-1,-1,-1,-1,5,1,E01004486,0
Unvalidated,2024010497292,2024,010497292,1,8,0,9,7,5,0,1,0,0,0,0,3,1,1,1,63,9,-1,-1,-1,-1,2,1,E01003991,0
Unvalidated,2024010497292,2024,010497292,2,1,0,13,7,3,0,1,0,0,0,0,1,1,2,1,22,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497293,2024,010497293,1,1,0,9,1,6,0,1,0,0,0,0,1,1,6,1,41,7,-1,-1,-1,-1,6,1,E01001870,0
Unvalidated,2024010497296,2024,010497296,1,4,0,99,9,9,99,9,9,99,9,99,9,1,6,1,76,11,-1,-1,-1,-1,10,1,E01002952,0
Unvalidated,2024010497296,2024,010497296,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,49,8,-1,-1,-1,-1,4,1,E01001928,0
Unvalidated,2024010497301,2024,010497301,1,1,9,99,9,9,99,9,9,99,9,99,9,1,6,3,36,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497301,2024,010497301,2,3,0,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497302,2024,010497302,1,9,0,5,1,5,0,8,0,11,0,0,1,1,1,1,42,7,-1,-1,-1,-1,4,1,E01003695,0
Unvalidated,2024010497306,2024,010497306,1,1,9,99,9,9,99,9,9,99,9,99,9,1,2,1,43,7,-1,-1,-1,-1,5,1,E01024075,0
Unvalidated,2024010497306,2024,010497306,2,19,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,2,1,E01003267,0
Unvalidated,2024010497308,2024,010497308,1,3,0,99,9,9,99,9,9,99,9,99,9,1,1,1,21,5,-1,-1,-1,-1,9,3,E01017829,0
Unvalidated,2024010497308,2024,010497308,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497309,2024,010497309,1,3,0,99,9,9,99,9,9,99,9,99,9,1,6,3,29,6,-1,-1,-1,-1,3,1,E01002100,0
Unvalidated,2024010497309,2024,010497309,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497310,2024,010497310,1,9,0,99,9,9,99,9,9,99,9,99,9,9,6,1,46,8,-1,-1,-1,-1,9,1,E01003837,0
Unvalidated,2024010497310,2024,010497310,2,19,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497313,2024,010497313,1,97,0,99,9,9,99,9,9,99,9,99,1,1,6,1,18,4,-1,-1,-1,-1,10,1,E01000276,0
Unvalidated,2024010497316,2024,010497316,1,9,0,7,1,4,0,1,0,0,0,0,2,1,6,2,43,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497316,2024,010497316,2,9,0,8,1,4,0,1,0,0,0,0,1,1,2,1,63,9,-1,-1,-1,-1,5,1,E01021800,0
Unvalidated,2024010497324,2024,010497324,1,9,0,18,7,3,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497324,2024,010497324,2,9,0,2,0,0,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497324,2024,010497324,3,9,0,2,0,0,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497324,2024,010497324,4,9,0,2,0,0,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497325,2024,010497325,1,9,0,3,5,1,0,1,0,0,0,0,4,1,2,2,35,6,-1,-1,-1,-1,6,1,E01004164,0
Unvalidated,2024010497325,2024,010497325,2,9,0,4,1,5,0,1,0,0,0,0,1,1,1,1,42,7,-1,-1,-1,-1,2,1,E01002003,0
Unvalidated,2024010497325,2024,010497325,3,9,0,9,7,4,0,1,0,0,0,0,1,1,6,1,50,8,-1,-1,-1,-1,2,1,E01002606,0
Unvalidated,2024010497327,2024,010497327,1,3,0,99,9,9,99,1,9,99,9,99,9,1,1,3,34,6,-1,-1,-1,-1,6,1,E01001245,0
Unvalidated,2024010497327,2024,010497327,2,9,9,99,9,9,99,6,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497328,2024,010497328,1,9,0,9,3,8,0,1,0,0,0,0,1,1,6,1,31,6,-1,-1,-1,-1,4,1,E01001928,0
Unvalidated,2024010497328,2024,010497328,2,90,0,18,1,5,0,1,0,0,0,0,1,1,2,2,34,6,-1,-1,-1,-1,2,1,E01001860,1
Unvalidated,2024010497330,2024,010497330,1,3,0,99,9,9,99,9,9,99,9,99,9,1,1,1,25,5,-1,-1,-1,-1,4,1,E01002754,0
Unvalidated,2024010497330,2024,010497330,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497333,2024,010497333,1,9,0,8,1,4,0,0,0,0,0,0,2,1,6,1,41,7,-1,-1,-1,-1,8,3,E01016186,0
Unvalidated,2024010497333,2024,010497333,2,9,0,4,1,5,0,0,0,0,0,0,1,1,6,2,48,8,-1,-1,-1,-1,5,2,E01021399,0
Unvalidated,2024010497341,2024,010497341,1,2,0,5,5,1,0,1,0,0,0,0,1,1,6,2,23,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497347,2024,010497347,1,3,0,99,9,9,99,9,9,99,9,99,9,1,1,1,25,5,-1,-1,-1,-1,7,1,E01003696,0
Unvalidated,2024010497347,2024,010497347,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497351,2024,010497351,1,9,0,99,9,9,99,0,9,99,9,99,2,9,6,2,48,8,-1,-1,-1,-1,5,1,E01000994,0
Unvalidated,2024010497351,2024,010497351,2,9,0,99,9,9,99,0,9,99,9,99,1,9,6,1,-1,-1,-1,-1,-1,-1,2,1,E01001143,0
Unvalidated,2024010497356,2024,010497356,1,9,0,18,7,3,0,1,9,0,0,0,4,1,1,1,53,8,-1,-1,-1,-1,1,1,E01000061,0
Unvalidated,2024010497356,2024,010497356,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,1,20,4,-1,-1,-1,-1,3,1,E01000081,0
Unvalidated,2024010497362,2024,010497362,1,1,9,99,9,9,99,1,9,99,9,99,1,1,2,2,36,7,-1,-1,-1,-1,3,1,E01001243,0
Unvalidated,2024010497362,2024,010497362,2,9,0,99,9,9,99,6,9,99,9,99,0,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497364,2024,010497364,1,11,0,18,5,1,2,1,0,0,0,0,0,1,1,1,47,8,-1,-1,-1,-1,2,1,E01003121,0
Unvalidated,2024010497364,2024,010497364,2,19,0,18,5,1,0,8,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497365,2024,010497365,1,4,0,99,9,9,99,0,9,99,9,99,1,1,1,1,54,8,-1,-1,-1,-1,7,1,E01004762,0
Unvalidated,2024010497370,2024,010497370,1,3,0,99,9,9,99,9,9,99,9,99,9,1,1,1,25,5,-1,-1,-1,-1,2,1,E01003964,0
Unvalidated,2024010497370,2024,010497370,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497371,2024,010497371,1,3,0,99,9,9,99,9,9,99,9,99,9,1,1,3,30,6,-1,-1,-1,-1,5,1,E01003435,0
Unvalidated,2024010497371,2024,010497371,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497373,2024,010497373,1,9,0,99,9,9,99,9,9,99,9,99,2,9,2,1,38,7,-1,-1,-1,-1,5,1,E01002443,0
Unvalidated,2024010497373,2024,010497373,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497380,2024,010497380,1,3,0,99,9,9,99,1,9,99,9,99,9,1,1,3,48,8,-1,-1,-1,-1,9,1,E01004632,0
Unvalidated,2024010497380,2024,010497380,2,9,0,99,9,9,99,6,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497383,2024,010497383,1,3,0,99,9,9,99,9,9,99,9,99,1,1,1,1,46,8,-1,-1,-1,-1,1,1,E01001558,0
Unvalidated,2024010497383,2024,010497383,2,9,0,99,9,9,99,9,9,99,9,99,2,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497385,2024,010497385,1,9,0,99,9,9,99,0,9,99,9,99,9,9,2,2,32,6,-1,-1,-1,-1,3,1,E01021418,0
Unvalidated,2024010497385,2024,010497385,2,9,0,99,9,9,99,0,9,99,9,99,1,9,6,3,42,7,-1,-1,-1,-1,2,1,E01000023,0
Unvalidated,2024010497390,2024,010497390,1,9,0,4,5,1,0,8,0,0,0,0,2,1,6,2,18,4,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497390,2024,010497390,2,9,0,4,5,1,0,8,0,0,0,0,1,1,2,2,33,6,-1,-1,-1,-1,7,1,E01023335,0
Unvalidated,2024010497391,2024,010497391,1,8,0,99,9,9,99,9,9,99,9,99,9,9,1,1,63,9,-1,-1,-1,-1,4,1,E01003410,0
Unvalidated,2024010497391,2024,010497391,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497396,2024,010497396,1,2,0,18,5,1,0,8,1,0,0,0,0,1,6,2,44,7,-1,-1,-1,-1,6,1,E01004163,0
Unvalidated,2024010497398,2024,010497398,1,1,9,99,9,9,99,9,9,99,9,99,9,1,2,1,34,6,-1,-1,-1,-1,7,1,E01004018,0
Unvalidated,2024010497398,2024,010497398,2,98,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,6,1,E01003226,0
Unvalidated,2024010497401,2024,010497401,1,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,40,7,-1,-1,-1,-1,9,1,E01003423,0
Unvalidated,2024010497410,2024,010497410,1,3,0,18,7,3,0,0,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,8,1,E01004480,0
Unvalidated,2024010497415,2024,010497415,1,3,0,99,9,9,99,9,9,99,9,99,9,1,6,1,23,5,-1,-1,-1,-1,5,1,E01000505,0
Unvalidated,2024010497415,2024,010497415,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497425,2024,010497425,1,1,9,99,9,9,99,9,9,99,9,99,2,1,1,1,42,7,-1,-1,-1,-1,2,1,E01003566,0
Unvalidated,2024010497427,2024,010497427,1,9,0,3,3,7,0,8,0,0,0,0,2,1,6,2,65,9,-1,-1,-1,-1,7,1,E01002573,0
Unvalidated,2024010497427,2024,010497427,2,9,0,3,3,7,0,8,0,0,0,0,2,1,6,2,73,10,-1,-1,-1,-1,9,3,E01016641,0
Unvalidated,2024010497427,2024,010497427,3,9,0,3,3,7,0,8,0,0,0,0,2,1,6,2,44,7,-1,-1,-1,-1,6,1,E01001865,0
Unvalidated,2024010497427,2024,010497427,4,9,0,14,3,7,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497427,2024,010497427,5,9,0,4,3,7,0,8,0,0,0,0,2,1,6,2,62,9,-1,-1,-1,-1,4,1,E01002621,0
Unvalidated,2024010497428,2024,010497428,1,97,9,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497429,2024,010497429,1,9,0,18,1,5,0,6,0,0,0,0,1,1,6,1,43,7,-1,-1,-1,-1,3,1,E01002030,0
Unvalidated,2024010497429,2024,010497429,2,23,0,5,1,5,0,6,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497431,2024,010497431,1,1,9,99,9,9,99,9,9,99,9,99,9,1,6,2,39,7,-1,-1,-1,-1,2,1,E01000863,0
Unvalidated,2024010497432,2024,010497432,1,11,0,18,7,3,0,2,0,0,0,0,0,1,1,1,57,9,-1,-1,-1,-1,2,1,E01000013,0
Unvalidated,2024010497435,2024,010497435,1,9,0,18,2,6,0,8,0,11,0,0,3,1,6,1,27,6,-1,-1,-1,-1,4,1,E01000428,0
Unvalidated,2024010497435,2024,010497435,2,1,0,5,3,7,0,8,2,0,0,0,3,1,6,1,9,2,-1,-1,-1,-1,3,1,E01002445,0
Unvalidated,2024010497437,2024,010497437,1,1,9,99,9,9,99,9,9,99,9,99,1,1,6,1,13,3,-1,-1,-1,-1,6,1,E01004070,0
Unvalidated,2024010497437,2024,010497437,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,45,7,-1,-1,-1,-1,1,1,E01003048,0
Unvalidated,2024010497441,2024,010497441,1,9,0,18,3,7,0,1,0,0,0,0,4,1,6,2,33,6,-1,-1,-1,-1,6,1,E01003386,0
Unvalidated,2024010497441,2024,010497441,2,9,0,18,5,1,0,1,0,0,0,0,3,1,6,1,66,10,-1,-1,-1,-1,6,1,E01003163,0
Unvalidated,2024010497442,2024,010497442,1,9,0,11,5,1,0,1,0,0,0,0,4,1,6,2,67,10,-1,-1,-1,-1,7,1,E01002121,0
Unvalidated,2024010497442,2024,010497442,2,9,0,18,5,1,0,1,0,0,0,0,3,1,6,1,24,5,-1,-1,-1,-1,3,1,E01002548,0
Unvalidated,2024010497442,2024,010497442,3,9,0,18,1,5,0,3,0,0,0,0,1,1,6,1,49,8,-1,-1,-1,-1,3,1,E01001318,0
Unvalidated,2024010497444,2024,010497444,1,9,0,99,9,9,99,9,9,99,9,99,1,1,2,2,36,7,-1,-1,-1,-1,3,1,E01000613,0
Unvalidated,2024010497445,2024,010497445,1,3,0,14,5,1,0,0,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,-1,8,1,E01004168,0
Unvalidated,2024010497450,2024,010497450,1,9,0,99,9,9,99,0,9,99,9,99,9,9,2,2,38,7,-1,-1,-1,-1,2,1,E01004718,0
Unvalidated,2024010497450,2024,010497450,2,9,0,99,9,9,99,0,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497451,2024,010497451,1,9,0,9,5,4,0,8,0,0,0,0,1,1,1,2,48,8,-1,-1,-1,-1,2,1,E01004008,0
Unvalidated,2024010497451,2024,010497451,2,1,0,18,1,5,0,1,0,0,0,0,1,1,2,1,41,7,-1,-1,-1,-1,6,1,E01024220,0
Unvalidated,2024010497453,2024,010497453,1,9,0,4,7,3,0,1,0,0,0,0,1,1,1,1,52,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497462,2024,010497462,1,4,0,18,7,3,0,0,0,0,0,0,0,1,6,1,35,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497462,2024,010497462,2,19,0,11,7,3,0,0,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497464,2024,010497464,1,3,0,99,9,9,99,9,9,99,9,99,2,1,1,1,30,6,-1,-1,-1,-1,3,1,E01000092,0
Unvalidated,2024010497476,2024,010497476,1,11,0,5,7,3,0,6,0,0,0,0,0,1,1,1,35,6,-1,-1,-1,-1,1,1,E01003051,0
Unvalidated,2024010497479,2024,010497479,1,9,0,17,8,5,0,0,0,0,0,0,1,1,2,1,38,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497479,2024,010497479,2,5,0,16,5,8,0,0,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,-1,7,1,E01000288,0
Unvalidated,2024010497480,2024,010497480,1,9,0,18,1,5,0,1,0,0,1,2,4,1,6,1,28,6,-1,-1,-1,-1,4,1,E01003767,0
Unvalidated,2024010497482,2024,010497482,1,9,0,5,7,3,0,0,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,6,1,E01000259,0
Unvalidated,2024010497482,2024,010497482,2,9,0,6,7,7,0,0,0,0,0,0,0,1,1,1,30,6,-1,-1,-1,-1,5,1,E01033573,0
Unvalidated,2024010497482,2024,010497482,3,9,0,18,3,7,0,0,0,0,0,0,3,1,6,1,44,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497482,2024,010497482,4,9,0,2,0,0,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497483,2024,010497483,1,3,0,18,1,5,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497489,2024,010497489,1,9,0,13,1,5,0,0,2,0,7,2,3,1,6,1,22,5,-1,-1,-1,-1,3,1,E01003617,0
Unvalidated,2024010497489,2024,010497489,2,11,0,18,5,1,0,0,0,0,0,0,3,1,1,1,36,7,-1,-1,-1,-1,3,1,E01001844,0
Unvalidated,2024010497490,2024,010497490,1,9,0,9,7,5,0,8,0,11,0,1,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497490,2024,010497490,2,8,0,7,5,7,0,2,0,0,0,0,1,1,1,1,49,8,-1,-1,-1,-1,2,1,E01004260,0
Unvalidated,2024010497493,2024,010497493,1,11,0,5,3,7,0,1,0,0,0,0,0,1,1,1,69,10,-1,-1,-1,-1,7,1,E01000228,0
Unvalidated,2024010497494,2024,010497494,1,3,0,18,5,1,0,8,1,0,0,0,3,1,2,1,46,8,-1,-1,-1,-1,2,1,E01033601,0
Unvalidated,2024010497494,2024,010497494,2,9,0,9,1,7,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497497,2024,010497497,1,9,0,18,4,8,0,0,0,4,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497497,2024,010497497,2,8,0,3,4,8,0,0,0,0,0,0,2,1,1,1,41,7,-1,-1,-1,-1,5,1,E01001271,0
Unvalidated,2024010497500,2024,010497500,1,9,0,9,7,4,0,2,0,0,0,0,1,1,2,2,42,7,-1,-1,-1,-1,3,1,E01002215,0
Unvalidated,2024010497500,2024,010497500,2,5,0,18,3,7,0,1,0,0,0,0,1,1,1,1,62,9,-1,-1,-1,-1,10,1,E01002466,0
Unvalidated,2024010497507,2024,010497507,1,4,0,99,9,9,99,1,9,99,9,99,1,1,2,1,42,7,-1,-1,-1,-1,3,1,E01001440,0
Unvalidated,2024010497507,2024,010497507,2,9,0,99,9,9,99,6,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497508,2024,010497508,1,9,0,9,7,5,0,6,0,0,0,0,1,1,6,1,60,9,-1,-1,-1,-1,2,1,E01001012,0
Unvalidated,2024010497508,2024,010497508,2,3,0,9,3,1,0,6,0,0,0,0,1,1,6,1,27,6,-1,-1,-1,-1,2,1,E01001151,0
Unvalidated,2024010497511,2024,010497511,1,98,0,18,1,5,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497512,2024,010497512,1,4,0,18,1,5,0,1,0,4,0,0,1,1,6,1,27,6,-1,-1,-1,-1,6,1,E01003416,0
Unvalidated,2024010497512,2024,010497512,2,9,0,4,1,5,0,1,0,0,0,0,2,1,6,1,26,6,-1,-1,-1,-1,7,1,E01001120,0
Unvalidated,2024010497513,2024,010497513,1,8,0,99,9,9,99,9,9,99,9,99,2,9,1,1,44,7,-1,-1,-1,-1,4,1,E01033576,0
Unvalidated,2024010497513,2024,010497513,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497515,2024,010497515,1,9,0,99,9,9,99,9,9,99,9,99,9,9,6,2,37,7,-1,-1,-1,-1,8,1,E01004543,0
Unvalidated,2024010497515,2024,010497515,2,90,0,99,9,9,99,9,9,99,9,99,9,9,6,3,49,8,-1,-1,-1,-1,2,1,E01001012,0
Unvalidated,2024010497518,2024,010497518,1,9,0,5,5,1,0,2,0,0,0,0,4,1,6,1,64,9,-1,-1,-1,-1,7,1,E01023532,0
Unvalidated,2024010497523,2024,010497523,1,3,0,99,9,9,99,9,9,99,9,99,1,1,6,1,28,6,-1,-1,-1,-1,1,1,E01000528,0
Unvalidated,2024010497526,2024,010497526,1,9,0,18,1,5,0,1,1,0,0,0,3,1,6,2,29,6,-1,-1,-1,-1,5,1,E01003084,0
Unvalidated,2024010497526,2024,010497526,2,9,0,6,1,1,0,1,0,0,0,0,4,1,6,1,34,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497528,2024,010497528,1,9,0,9,7,4,0,6,0,0,0,0,4,1,2,1,42,7,-1,-1,-1,-1,3,1,E01000984,0
Unvalidated,2024010497528,2024,010497528,2,4,0,18,1,5,0,1,1,0,0,0,1,1,1,1,43,7,-1,-1,-1,-1,7,1,E01000295,0
Unvalidated,2024010497534,2024,010497534,1,9,9,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497535,2024,010497535,1,1,0,99,9,9,0,1,0,99,9,99,9,1,2,2,30,6,-1,-1,-1,-1,2,1,E01003973,0
Unvalidated,2024010497535,2024,010497535,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497546,2024,010497546,1,9,9,99,9,9,99,9,9,99,9,99,9,9,6,2,62,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497549,2024,010497549,1,9,0,99,9,9,0,1,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497560,2024,010497560,1,9,0,7,6,8,0,8,0,0,0,0,3,1,6,1,35,6,-1,-1,-1,-1,4,1,E01002603,0
Unvalidated,2024010497560,2024,010497560,2,3,0,18,4,8,0,8,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,-1,6,1,E01002614,0
Unvalidated,2024010497561,2024,010497561,1,3,0,18,7,3,9,1,1,10,1,11,1,1,6,1,32,6,-1,-1,-1,-1,1,1,E01000798,0
Unvalidated,2024010497561,2024,010497561,2,4,0,18,7,3,0,1,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497561,2024,010497561,3,4,0,18,7,3,0,1,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497565,2024,010497565,1,9,0,99,9,9,99,9,9,99,9,99,1,9,6,1,51,8,-1,-1,-1,-1,2,1,E01003943,0
Unvalidated,2024010497568,2024,010497568,1,3,9,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497569,2024,010497569,1,3,0,18,2,6,0,8,0,0,0,0,0,1,6,2,30,6,-1,-1,-1,-1,8,3,E01023576,0
Unvalidated,2024010497569,2024,010497569,2,9,0,18,4,8,0,8,0,0,0,0,0,1,6,1,51,8,-1,-1,-1,-1,5,1,E01000285,0
Unvalidated,2024010497570,2024,010497570,1,3,0,99,9,9,99,9,9,99,9,99,9,1,2,3,44,7,-1,-1,-1,-1,5,1,E01000615,0
Unvalidated,2024010497570,2024,010497570,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497571,2024,010497571,1,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497572,2024,010497572,1,9,5,99,9,9,99,0,9,99,9,99,4,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497573,2024,010497573,1,9,0,18,3,7,0,8,0,0,0,0,1,2,2,2,45,7,-1,-1,-1,-1,7,1,E01002579,0
Unvalidated,2024010497575,2024,010497575,1,9,0,18,1,5,0,1,0,0,0,0,1,1,3,1,60,9,-1,-1,-1,-1,3,1,E01003520,0
Unvalidated,2024010497578,2024,010497578,1,9,0,9,5,3,0,6,0,0,0,0,1,1,6,1,44,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497578,2024,010497578,2,9,0,18,3,7,0,8,0,0,0,0,4,1,6,1,40,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497581,2024,010497581,1,8,0,5,3,7,0,1,0,0,0,0,1,1,6,1,63,9,-1,-1,-1,-1,3,1,E01000640,0
Unvalidated,2024010497581,2024,010497581,2,1,0,7,1,3,0,2,0,0,0,0,1,1,1,1,27,6,-1,-1,-1,-1,4,1,E01000591,0
Unvalidated,2024010497586,2024,010497586,1,9,0,99,9,9,0,9,0,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497589,2024,010497589,1,9,0,9,3,1,0,5,0,0,0,0,1,1,6,1,36,7,-1,-1,-1,-1,4,1,E01001325,0
Unvalidated,2024010497591,2024,010497591,1,4,0,13,5,1,0,1,2,0,9,0,0,1,2,1,36,7,-1,-1,-1,-1,3,1,E01001166,0
Unvalidated,2024010497591,2024,010497591,2,9,9,4,5,1,0,1,9,0,0,0,0,9,6,3,24,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010497592,2024,010497592,1,9,0,4,1,5,0,0,0,0,0,0,1,1,6,2,45,7,-1,-1,-1,-1,2,1,E01001696,0
